focal_err,dark,noise,flicker_rad,flicker_period,Ld,G0,seed,t,ber,on_min,on_mean,off_max,first_error
0,0,0,0,1000,0,3,1,10,0,1.4956644084214457,1.6201422969449846,0.005961844760132984,-1
0,0,0,0,1000,0,3,1,30,0,1.451783814617237,1.5919811700174147,0.0056856681197750055,-1
0,0,0,0,1000,0,3,1,100,0,1.460670303781085,1.5955868570191256,0.005589118313017295,-1
0,0,0,0,1000,0,3,1,300,0,1.4815901272732845,1.6058488514507936,0.005914524233370936,-1
0,0,0,0,1000,0,3,1,1000,0,1.4851259831330637,1.6082329059870333,0.006211278168726907,-1
0,0,0,0,1000,0,3,1,3000,0,1.4830388209265573,1.6066638108669598,0.006145489440359218,-1
0,0,0,0,1000,0,3,1,10000,0,1.4830310257192825,1.606657700361277,0.006145378655546664,-1
0,0,0,0,1000,0,3,2,10,0,1.415455059786397,1.5598904374385276,0.003923110431812299,-1
0,0,0,0,1000,0,3,2,30,0,1.3503915270726947,1.518897809700648,0.003780165768061899,-1
0,0,0,0,1000,0,3,2,100,0,1.3561190797654943,1.526645286267901,0.004032141506859096,-1
0,0,0,0,1000,0,3,2,300,0,1.3544910712392746,1.5267950898939096,0.004319717722930879,-1
0,0,0,0,1000,0,3,2,1000,0,1.337046489115865,1.5101018250401979,0.004363978905826894,-1
0,0,0,0,1000,0,3,2,3000,0,1.3320368778457397,1.506196633111212,0.004426601457784483,-1
0,0,0,0,1000,0,3,2,10000,0,1.331179985162776,1.5057077407776485,0.00446330419297929,-1
0,0,0,0,1000,0,3,3,10,0,1.4518887093338062,1.637911030866049,0.0036418964084249544,-1
0,0,0,0,1000,0,3,3,30,0,1.4041947573285272,1.6144336846820397,0.003503172977303403,-1
0,0,0,0,1000,0,3,3,100,0,1.4259778139101185,1.6293621678366834,0.0036644887557603614,-1
0,0,0,0,1000,0,3,3,300,0,1.4246113553351873,1.6312778718096632,0.00473958397503188,-1
0,0,0,0,1000,0,3,3,1000,0,1.4104814872628206,1.6202422585406921,0.0050541460078880295,-1
0,0,0,0,1000,0,3,3,3000,0,1.4100881033923212,1.6199005874869885,0.005050911930530393,-1
0,0,0,0,1000,0,3,3,10000,0,1.4100880808571743,1.6199005661881785,0.005050911530343425,-1
