focal_err,dark,noise,flicker_rad,flicker_period,Ld,G0,seed,t,ber,on_min,on_mean,off_max,first_error
0,0,0.01,0,1000,0,3,1,10,0,1.448642034411173,1.599945791250842,0.015899290545722842,-1
0,0,0.01,0,1000,0,3,1,30,0,1.5097173269232282,1.6552090853336276,0.011198946815969276,-1
0,0,0.01,0,1000,0,3,1,100,0,1.4577532225600125,1.5888044086127202,0.01037434970451298,-1
0,0,0.01,0,1000,0,3,1,300,0,1.3557459500626179,1.5426554041106149,0.007538422555170752,-1
0,0,0.01,0,1000,0,3,1,1000,0,1.4888827816298489,1.6299257200581947,0.008793908569973787,-1
0,0,0.01,0,1000,0,3,1,3000,0,1.4622905166653155,1.522256773337194,0.0101554896014382,-1
0,0,0.01,0,1000,0,3,1,10000,0,1.4056271844326893,1.5194498847704896,0.010511938183272286,-1
0,0,0.01,0,1000,0,3,2,10,0,1.495259582151605,1.6201286916406301,0.011268740687574346,-1
0,0,0.01,0,1000,0,3,2,30,0,1.465897481015622,1.5827329357989064,0.008777741483709923,-1
0,0,0.01,0,1000,0,3,2,100,0,1.2985875735349117,1.517670195663825,0.010113028995381745,-1
0,0,0.01,0,1000,0,3,2,300,0,1.3452881016858005,1.5801320105021497,0.012822602557131762,-1
0,0,0.01,0,1000,0,3,2,1000,0,1.2347612174090004,1.5027732003196657,0.011532260315903035,-1
0,0,0.01,0,1000,0,3,2,3000,0,1.3261119356748903,1.4990190135655643,0.007215291066679611,-1
0,0,0.01,0,1000,0,3,2,10000,0,1.2279636383312686,1.5311115560697515,0.008067981447186505,-1
0,0,0.01,0,1000,0,3,3,10,0,1.408223000417722,1.6419246399761787,0.0071689573974948705,-1
0,0,0.01,0,1000,0,3,3,30,0,1.2504565685448537,1.574598448550038,0.010857319241363211,-1
0,0,0.01,0,1000,0,3,3,100,0,1.3291853138554286,1.6034308869116205,0.007364613896079665,-1
0,0,0.01,0,1000,0,3,3,300,0,1.4151616079057219,1.6386636210233971,0.011449405350585248,-1
0,0,0.01,0,1000,0,3,3,1000,0,1.4783927302768518,1.6680987510469254,0.011208500304940585,-1
0,0,0.01,0,1000,0,3,3,3000,0,1.3395608616215826,1.6216053399869177,0.018373964727725567,-1
0,0,0.01,0,1000,0,3,3,10000,0,1.2947291078827756,1.6538114411939975,0.008418411804134317,-1
