focal_err,dark,noise,flicker_rad,flicker_period,Ld,G0,seed,t,ber,on_min,on_mean,off_max,first_error
0,0,0.001,0,1000,0,3,1,10,0,1.4792771108489928,1.6133707732663563,0.006967778720255818,-1
0,0,0.001,0,1000,0,3,1,30,0,1.4709790725213787,1.6124838734294895,0.006791545323363232,-1
0,0,0.001,0,1000,0,3,1,100,0,1.466400778114885,1.5971194689769348,0.006257023629794499,-1
0,0,0.001,0,1000,0,3,1,300,0,1.4851383602075003,1.5880503041509104,0.005958089054495803,-1
0,0,0.001,0,1000,0,3,1,1000,0,1.4880874307322078,1.6170097549946287,0.006072686454196164,-1
0,0,0.001,0,1000,0,3,1,3000,0,1.4813066531499521,1.5738157976451683,0.0063856199561451495,-1
0,0,0.001,0,1000,0,3,1,10000,0,1.4559684533018489,1.6182239995670793,0.005640702939417344,-1
0,0,0.001,0,1000,0,3,1,30000,0,1.5156193526348476,1.610605912629669,0.006097697477225345,-1
0,0,0.001,0,1000,0,3,1,100000,0,1.5244788590992813,1.6227263672171652,0.006462547750577492,-1
0,0,0.001,0,1000,0,3,1,300000,0,1.4962508703707473,1.5965188529337826,0.005649614763469901,-1
0,0,0.001,0,1000,0,3,1,1000000,0,1.5525468050833495,1.6253234163659913,0.007106393896399883,-1
0,0,0.001,0,1000,0,3,2,10,0,1.4397725259891065,1.5778732188769502,0.004506607766191962,-1
0,0,0.001,0,1000,0,3,2,30,0,1.3906104253895268,1.5365828169582176,0.004118305718897963,-1
0,0,0.001,0,1000,0,3,2,100,0,1.3435391200179945,1.525915727931289,0.00459311077863501,-1
0,0,0.001,0,1000,0,3,2,300,0,1.3518206236565853,1.5450999034000483,0.005181604091910654,-1
0,0,0.001,0,1000,0,3,2,1000,0,1.3085528224722982,1.4992602450002903,0.004860771293513531,-1
0,0,0.001,0,1000,0,3,2,3000,0,1.3112718848939338,1.4912401836916465,0.00543991570909276,-1
0,0,0.001,0,1000,0,3,2,10000,0,1.345677466466676,1.4964063871228728,0.004871880926221885,-1
0,0,0.001,0,1000,0,3,2,30000,0,1.3516664035346588,1.5311565743365676,0.004821669540238956,-1
0,0,0.001,0,1000,0,3,2,100000,0,1.315382091479841,1.49727492300884,0.004606326536918838,-1
0,0,0.001,0,1000,0,3,2,300000,0,1.3568695768857764,1.5308684525367589,0.005783790230107241,-1
0,0,0.001,0,1000,0,3,2,1000000,0,1.2699058066938085,1.4893334147193398,0.005310310580879463,-1
0,0,0.001,0,1000,0,3,3,10,0,1.4381638413595625,1.6385882887705752,0.004133478057114841,-1
0,0,0.001,0,1000,0,3,3,30,0,1.3544525687856872,1.6010482260783994,0.004801948875292717,-1
0,0,0.001,0,1000,0,3,3,100,0,1.4014466956075957,1.6239067760815458,0.004117559354251897,-1
0,0,0.001,0,1000,0,3,3,300,0,1.4133400037079782,1.6338788190870324,0.005275034984707573,-1
0,0,0.001,0,1000,0,3,3,1000,0,1.4296577281680622,1.6343910468325533,0.005993818950600532,-1
0,0,0.001,0,1000,0,3,3,3000,0,1.3898995082767969,1.6206877103659962,0.00677022985314946,-1
0,0,0.001,0,1000,0,3,3,10000,0,1.385952338714277,1.6086661388572234,0.0057918975774052285,-1
0,0,0.001,0,1000,0,3,3,30000,0,1.4242604774968504,1.6279655242833417,0.005310715765112942,-1
0,0,0.001,0,1000,0,3,3,100000,0,1.3737789678460564,1.6043471260774882,0.005125085052401869,-1
0,0,0.001,0,1000,0,3,3,300000,0,1.3893798636386938,1.611831593908552,0.006268340318982695,-1
0,0,0.001,0,1000,0,3,3,1000000,0,1.3872914234747489,1.6115103930096637,0.005278897110399818,-1
