focal_err,dark,noise,flicker_rad,flicker_period,Ld,G0,seed,t,ber,on_min,on_mean,off_max,first_error
0,0.001,0,0,1000,0,3,1,10,0,1.5154867481525152,1.6390660531011167,0.0060276941649750025,-1
0,0.001,0,0,1000,0,3,1,30,0,1.4770498346046756,1.615699561470479,0.005766532291170451,-1
0,0.001,0,0,1000,0,3,1,100,0,1.4854387624226382,1.6191779514943783,0.005673335501161797,-1
0,0.001,0,0,1000,0,3,1,300,0,1.5055163155218543,1.629038701298754,0.005975549852552974,-1
0,0.001,0,0,1000,0,3,1,1000,0,1.5106131954084507,1.6322775222502273,0.00630308507838757,-1
0,0.001,0,0,1000,0,3,1,3000,0,1.508703303864938,1.6308119092950057,0.006234782170062811,-1
0,0.001,0,0,1000,0,3,1,10000,0,1.5086985083308693,1.6308082278095473,0.006234688567174971,-1
0,0.001,0,0,1000,0,3,2,10,0,1.4358302125000881,1.579386605425484,0.003945319892450509,-1
0,0.001,0,0,1000,0,3,2,30,0,1.3766990541215645,1.5435722421234628,0.0038130929688717408,-1
0,0.001,0,0,1000,0,3,2,100,0,1.38234178321842,1.5511184457661404,0.004053726463798233,-1
0,0.001,0,0,1000,0,3,2,300,0,1.3814700168179348,1.5518009689702374,0.004338810528251092,-1
0,0.001,0,0,1000,0,3,2,1000,0,1.364757775047993,1.5357145194579203,0.004391689783381801,-1
0,0.001,0,0,1000,0,3,2,3000,0,1.35909856382693,1.5315288249255,0.004454801004534708,-1
0,0.001,0,0,1000,0,3,2,10000,0,1.3575031031302172,1.530679262258225,0.004514026307909927,-1
0,0.001,0,0,1000,0,3,3,10,0,1.4722013516869614,1.6574797114167663,0.003668331689182912,-1
0,0.001,0,0,1000,0,3,3,30,0,1.4297354490783487,1.6385181407698153,0.0035434577820807264,-1
0,0.001,0,0,1000,0,3,3,100,0,1.4503541051782727,1.652642905506061,0.003690283845189654,-1
0,0.001,0,0,1000,0,3,3,300,0,1.4500910049985967,1.65517194352948,0.00474561020594321,-1
0,0.001,0,0,1000,0,3,3,1000,0,1.435736759349903,1.6438952521112005,0.005079998170636951,-1
0,0.001,0,0,1000,0,3,3,3000,0,1.4352586023529286,1.6434770732566553,0.005075716468956521,-1
0,0.001,0,0,1000,0,3,3,10000,0,1.4352585601593677,1.643477033214203,0.005075715696134488,-1
