focal_err,dark,noise,flicker_rad,flicker_period,Ld,G0,seed,t,ber,on_min,on_mean,off_max,first_error
0,0,0,0.03,100,0,3,1,10,0,1.4328480299736577,1.4798521607893598,0.005896803086970107,-1
0,0,0,0.03,100,0,3,1,30,0,1.3424146395922032,1.4104438673091606,0.005286313704093905,-1
0,0,0,0.03,100,0,3,1,100,0,1.2816553806575746,1.3410792071345499,0.006288979625822176,-1
0,0,0,0.03,100,0,3,1,300,0,1.325920111158209,1.3882023292771741,0.006761284714067808,-1
0,0,0,0.03,100,0,3,1,1000,0,1.298205656344536,1.388731016955349,0.007239475566836021,-1
0,0,0,0.03,100,0,3,1,3000,0,1.2616399455787193,1.3909686558701948,0.005586719095667271,-1
0,0,0,0.03,100,0,3,1,10000,0,1.199477963369428,1.2733018869508392,0.004841198831431471,-1
0,0,0,0.03,100,0,3,2,10,0,1.2988153993884906,1.470627509848644,0.003526767508736994,-1
0,0,0,0.03,100,0,3,2,30,0,1.1674443703474995,1.374046525749659,0.0032806640811069124,-1
0,0,0,0.03,100,0,3,2,100,0,1.1362185285338695,1.3405536541151377,0.004421801601706394,-1
0,0,0,0.03,100,0,3,2,300,0,1.1327343500055929,1.3487035730639696,0.007771994341916371,-1
0,0,0,0.03,100,0,3,2,1000,0,1.2281228822377452,1.3864317831834898,0.007652639146349376,-1
0,0,0,0.03,100,0,3,2,3000,0,1.2315674098692289,1.368853736444648,0.010624894875940127,-1
0,0,0,0.03,100,0,3,2,10000,0,1.1592782308693805,1.3601223925229071,0.004304106263207917,-1
0,0,0,0.03,100,0,3,3,10,0,1.35835135986296,1.5124428297141541,0.003668263559416984,-1
0,0,0,0.03,100,0,3,3,30,0,1.218732244458426,1.423400767653696,0.004202054196178546,-1
0,0,0,0.03,100,0,3,3,100,0,1.2004397351528227,1.3628391643243027,0.008214397459908021,-1
0,0,0,0.03,100,0,3,3,300,0,1.1758317069773596,1.355597738830539,0.01698355120510688,-1
0,0,0,0.03,100,0,3,3,1000,0,1.297636874197507,1.4525819499432484,0.009975204134261551,-1
0,0,0,0.03,100,0,3,3,3000,0,1.2965724273386745,1.426036936226152,0.028294481859143586,-1
0,0,0,0.03,100,0,3,3,10000,0,1.186694721657905,1.3726057549834911,0.007184457076460034,-1
