arch,n,noise,Ld,cellPx,gapPx,pitch_um,cells,bits_per_mm2,G0,s,Ia,seed,t,ber,on_min,on_mean,off_max,lyapunov_at_end,intensity_residual
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,1,0,1.5067695236073724,1.6868634185822402,0.004826686734737903,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,3,0,1.23987643201055,1.5081054270100345,0.006939863258253244,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,10,0,0.9045006239368004,1.2614976270508507,0.001921469594216728,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,30,0,0.6985960347032703,1.1103607052585143,0.001436982852710563,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,100,0,0.6690664755071718,1.1157428217449434,0.0011577423371561873,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,300,0,0.7024115152651212,1.180934873207273,0.002401990697045731,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,1000,0,0.6979336412805336,1.260875296549983,0.006442143844521005,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,1,3000,0,0.6672826828164496,1.2537589770185638,0.004075322621426406,-0.00029367925017034384,0.00025505161572555416
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,1,0,1.5108284891860124,1.6899669462261366,0.0027628234340112074,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,3,0,1.2532345763140937,1.5160629253771996,0.004553128977559531,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,10,0,0.916992748731817,1.2742625174557658,0.002109593039659428,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,30,0,0.7114232263591895,1.1263314714283994,0.0015196920023476462,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,100,0,0.6775292518340523,1.1344570582450808,0.0011989320306280546,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,300,0,0.6945268526054724,1.1939522481340255,0.0018556701018413685,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,1000,0,0.6774877438924125,1.2556490428338587,0.003151172061632737,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,2,3000,0,0.6713509028693824,1.2507483751243604,0.002671170046865318,-0.0006160563585043797,0.00026781753534723155
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,1,0,1.506024385201143,1.7248722708281066,0.003969779115825324,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,3,0,1.2398006373168389,1.5673675262809192,0.0049202227909839556,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,10,0,0.9035903307774351,1.3449641612399286,0.0007501327200426644,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,30,0,0.6993943997598326,1.2089075531314528,0.0007029186896773894,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,100,0,0.6801385155223378,1.2178929103956133,0.0007051595122360666,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,300,0,0.7190895847252514,1.2997885207626538,0.002231668655711905,-0.0009217509888755578,0.0003678969674154483
B_4f,128,0,0,3,2,317.5,16,9.92,3,-0.8,0.2,3,1000,0,0.7100134103458489,1.3674339299298803,0.0037930758134510287,-0.0009217509888755578,0.0003678969674154483
