arch,n,noise,Ld,cellPx,gapPx,pitch_um,cells,bits_per_mm2,G0,s,Ia,seed,t,ber,on_min,on_mean,off_max,lyapunov_at_end,intensity_residual
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,2,3000,0,0.7790287872769286,1.0485267638034046,0.0002578573409724444,-0.00088184404266342,0.000045152360652985365
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,2,10000,0,0.7908092084706116,1.054119655547559,0.0003594933362643005,-0.00088184404266342,0.000045152360652985365
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,2,30000,0,0.7770578600350602,1.0472829623826927,0.0002625992331961997,-0.00088184404266342,0.000045152360652985365
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,1,0,1.615249842531184,1.7111449083835482,0.0012305435672748683,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,3,0,1.3319313503434675,1.505874781719896,0.0012233698396587433,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,10,0,0.9090205240246194,1.133408483307907,0.0007846563979486674,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,30,0,0.7602872467032467,0.9999587382643502,0.0004167286267524777,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,100,0,0.7472236888292978,1.0025338359791005,0.00045146376838294883,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,300,0,0.7500801636393893,1.051774885080777,0.00034029875753898044,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,1000,0,0.7437633335357176,1.077144847198379,0.0004070268528417279,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,3000,0,0.7482774196808442,1.082107219442058,0.0005387281631824058,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,10000,0,0.7505923920383872,1.0828158092378113,0.0008708517248549966,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3,-0.8,0.2,3,30000,0,0.7488117976956291,1.0806924869189947,0.0009230976711810028,0.0006808878757507448,0.00015913666559366706
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,1,0,1.7892042213262311,1.9015169542516948,0.0008527591399419846,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,3,0,1.696747889751003,1.9240072551848113,0.001337736819430408,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,10,0,1.4702397022887057,1.8053160505696118,0.0008027891673260457,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,30,0,1.449363280920987,1.8129117501959964,0.0006258588026712921,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,100,0,1.4502751405368204,1.892222970839714,0.0007441294092008918,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,300,0,1.4526305121440677,1.9047080346329812,0.000515656564613079,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,1000,0,1.4512031170852044,1.925193217745762,0.0007566511129826564,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,3000,0,1.4522950324501673,1.9256765785293366,0.000687720595223877,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,10000,0,1.4480160449298771,1.9241639234684282,0.0007425776044681616,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,1,30000,0,1.4535833375267724,1.927962293015095,0.0006439799164512216,0.000007380749973056786,0.000020331047492269343
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,1,0,1.8211577859342027,1.890139457991422,0.0005344672207028633,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,3,0,1.772924787861056,1.906396993001286,0.0005225319425470112,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,10,0,1.5752231610696832,1.7764517373822175,0.0008023625314082644,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,30,0,1.543523654304764,1.7725943563777475,0.00047280746490613995,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,100,0,1.5462611436323583,1.8316285406087913,0.000455580272390936,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,300,0,1.557109142918569,1.8436018186104617,0.0003951411737518316,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,1000,0,1.5808400743955215,1.8919736188894878,0.0008276906468195794,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,3000,0,1.5559687481704616,1.876828931924997,0.0003537127668279987,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,10000,0,1.5856383290582334,1.8931315951639396,0.0005217985984995424,-0.00020594714983109526,0.00001527050967049387
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,2,30000,0,1.57275294679183,1.8892340485016477,0.00042672527197191876,-0.00020594714983109526,0.00001527050967049387
