noise,Ld,cellPx,gapPx,pitch_um,cells,states_per_mm2,G0,s,Ia,dark,seed,t,ber,on_min,on_mean,off_max,false_activation,energy,lyapunov_at_end,fixed_point_residual
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,1,0,1.813208216109179,1.853546316698324,0.004406634014608776,0,54.959446748601415,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,3,0,1.7785343191825627,1.874652307423717,0.007636085968868448,0,54.29379847151691,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,10,0,1.8052548528629957,1.9892445229460376,0.0067575683213375246,0,57.48335845770439,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,30,0,1.8324974616004057,2.054888953728318,0.006863409906087829,0,59.362089030930576,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,100,0,1.8595166266611451,2.069399182749661,0.006758629394016911,0,59.722573865076214,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,300,0,1.9067916966349527,2.092331524520969,0.00750312187078033,0,60.25052740361379,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,1000,0,1.9112416504015606,2.093110960393241,0.007794135246748407,0,60.23542467565696,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,1,3000,0,1.910344905571672,2.0924561895023386,0.007774630206547336,0,60.2167961463439,-0.0032232946367053475,1.9999972939404635
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,1,0,1.7878446709821008,1.8350217611682296,0.0028642170262300906,0,72.84822642344984,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,3,0,1.7264144151364058,1.833841268111452,0.005095937509309754,0,70.92955529718151,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,10,0,1.6904251968716673,1.8986194150596571,0.00451576820647017,0,73.26029047760012,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,30,0,1.6751834706208864,1.9351534886971284,0.004603238678282395,0,74.62265650393154,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,100,0,1.69709886330237,1.9577178534587267,0.005057902444816778,0,75.37413911177698,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,300,0,1.7020280534809857,1.960724752590934,0.0054383831371248685,0,75.32192912190729,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,1000,0,1.6930769244569241,1.9456952607023368,0.005357595624989426,0,74.72849299812891,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,2,3000,0,1.6929517997802717,1.9453716108876056,0.005352519559481851,0,74.71627353559445,-0.0006036906071337259,1.9999982357552806
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,1,0,1.8022098271958196,1.8605843484764861,0.003606020458075322,0,128.50823645787858,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,3,0,1.7467933041506336,1.8852840808868372,0.0050644639013300696,0,127.11376722405457,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,10,0,1.732656543049636,2.0037209770439297,0.004247543147797953,0,134.7770105201758,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,30,0,1.750033956734042,2.0771065845990604,0.004355699257855863,0,139.53413903112502,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,100,0,1.814441427476878,2.1214346463373888,0.0050274933915912855,0,141.9503276364819,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,300,0,1.8160275223416218,2.1252873928320914,0.006721932283031179,0,141.7623207520107,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,1000,0,1.8094876802772335,2.119490235548762,0.006947996492910623,0,141.3541576133686,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0,3,3000,0,1.8094813473625386,2.1194845028095046,0.006947972938967755,0,141.35375486272017,-0.0007025551513889099,1.9999992811434257
0,0.00002,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,1,0,2.0321474611961814,2.077393540227541,0.004937397093225569,0,61.6039141568148,-0.003123785991648009,1.9999978227742885
0,0.00002,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,3,0,2.3735573322667816,2.493260563684062,0.010540919630860731,0,72.22637947729707,-0.003123785991648009,1.9999978227742885
0,0.00002,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,10,0,3.121422032460829,3.348127693721968,0.01314713285004817,0,96.79740622817027,-0.003123785991648009,1.9999978227742885
0,0.00002,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,30,0,3.345546037676603,3.58699194402463,0.014286559206635784,0,103.68910726848354,-0.003123785991648009,1.9999978227742885
0,0.00002,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,100,0,3.368204081161825,3.5978908835176804,0.013936397466416046,0,103.91577600566326,-0.003123785991648009,1.9999978227742885
